Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
86d0b0nn1,Add page/console view for favourite tracks.,,complete,1758000707546,"9/16/2025, 3:31:47 PM GMT+10",,,,,86d0b0m64,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0dq,"As a technical manager, I want system design artefacts so the team understands architecture.",,complete,1757391982387,"9/9/2025, 2:26:22 PM GMT+10",,,,,null,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0yx3,"Create deployment diagram (showing web app, DB, possible replacement modules).",,complete,1758001695638,"9/16/2025, 3:48:15 PM GMT+10",,,,,86d0b0xmj,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0wh5,Ensure console UI works as an alternative interface.,,complete,1758001463408,"9/16/2025, 3:44:23 PM GMT+10",,,,,86d0b0vqw,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0fp,Create use case diagram (Chat feature).,,complete,1757391995718,"9/9/2025, 2:26:35 PM GMT+10",,,,,86d08h0dq,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gwve,Implement ChatController with endpoints for sending and retrieving messages.,,complete,1757391577704,"9/9/2025, 2:19:37 PM GMT+10",,,,,86d08gw9b,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0x8b,Write acceptance test suite covering:  Chat (send/receive).  Audio storage + playlists.  Multi-user login.  Ratings + favourites.  iTunes API integration.,,complete,1758001521152,"9/16/2025, 3:45:21 PM GMT+10",,,,,86d0b0wzh,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hag6,"Implement AudioService (store, fetch, delete audio tracks).",,complete,1757393339990,"9/9/2025, 2:48:59 PM GMT+10",,,,,86d08ha9y,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gy17,Create Thymeleaf template: chat form (input + send button).,,complete,1757391730184,"9/9/2025, 2:22:10 PM GMT+10",,,,,86d08gw9b,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0hf,"Create high-level class diagram (Message, ChatService, ChatController).",,complete,1757392005605,"9/9/2025, 2:26:45 PM GMT+10",,,,,86d08h0dq,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08he50,Update Sprint Plan for Week 9 tasks.,,complete,1757393691209,"9/9/2025, 2:54:51 PM GMT+10",,,,,86d08he0y,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h04m,"Set up Risk Register with initial risks (schedule, scope creep, etc.).",,complete,1757391942972,"9/9/2025, 2:25:42 PM GMT+10",,,,,86d08gzwc,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0vvg,"Implement authorisation for all user actions (only logged-in users can send chat, create playlists, etc.).",,complete,1758001409657,"9/16/2025, 3:43:29 PM GMT+10",,,,,86d0b0vqw,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gzb3,"As a developer, I want tests for the chat feature so that I know it works correctly",,complete,1757391867879,"9/9/2025, 2:24:27 PM GMT+10",,,,,null,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08heb3,Record 5-min PM status video reviewing sprint progress.,,complete,1757393706107,"9/9/2025, 2:55:06 PM GMT+10",,,,,86d08he0y,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hby2,Create PlaylistRepository (Spring Data JPA).,,complete,1757393491564,"9/9/2025, 2:51:31 PM GMT+10",,,,,86d08hbdw,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h075,Record 5-min PM review video (overview of sprint + risks).,,complete,1757391953870,"9/9/2025, 2:25:53 PM GMT+10",,,,,86d08gzwc,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0kdt,Create login UI (web form or console login).,,complete,1758000442025,"9/16/2025, 3:27:22 PM GMT+10",,,,,86d0b0j3m,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gwky,Create MessageRepository using Spring Data JPA.,,complete,1757391541570,"9/9/2025, 2:19:01 PM GMT+10",,,,,86d08gw9b,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0xg7,Record 5-min final QA video showing tests + coverage.,,complete,1758001540626,"9/16/2025, 3:45:40 PM GMT+10",,,,,86d0b0wzh,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08he0y,"As a project manager, I want to maintain project artefacts so the team stays on track.",,complete,1757393675377,"9/9/2025, 2:54:35 PM GMT+10",,,,,null,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gw9b,"As a user, I want to send and read chat messages so that I can communicate with friends",,complete,1757391509005,"9/9/2025, 2:18:29 PM GMT+10",,,,,null,[],[],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0jk1,"Add User entity (id, username, password).",,complete,1758000375024,"9/16/2025, 3:26:15 PM GMT+10",,,,,86d0b0j3m,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdae,"As a quality manager, I want automated tests so I can verify audio and playlist functionality.",,complete,1757393589034,"9/9/2025, 2:53:09 PM GMT+10",,,,,null,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdwg,Record 5-min video explaining updated diagrams.,,complete,1757393660182,"9/9/2025, 2:54:20 PM GMT+10",,,,,86d08hdp4,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
